"modelname","scenario","sens_step","run_number","resource","time","server","queue","capacity","queue_size","system","limit","replication"
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",50.3430716550382,1,0,15,Inf,1,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",52.551133549491,13,0,15,Inf,13,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",52.551133549491,3,10,3,Inf,13,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",52.551133549491,2,0,15,Inf,2,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",59.0508209361071,12,0,15,Inf,12,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",59.0508209361071,3,9,3,Inf,12,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",59.0508209361071,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",89.0892193889474,11,0,15,Inf,11,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",89.0892193889474,3,8,3,Inf,11,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",89.0892193889474,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",99.2881114411223,10,0,15,Inf,10,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",99.2881114411223,3,7,3,Inf,10,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",99.2881114411223,5,0,15,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",105.223897555017,9,0,15,Inf,9,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",105.223897555017,3,6,3,Inf,9,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",105.223897555017,6,0,15,Inf,6,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",142.376932956053,8,0,15,Inf,8,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",142.376932956053,3,5,3,Inf,8,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",142.376932956053,7,0,15,Inf,7,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",142.397016610078,6,0,15,Inf,6,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",142.397016610078,1,0,15,Inf,1,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",142.397016610078,2,0,2,Inf,2,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",143.179183779745,5,0,15,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",143.179183779745,2,0,15,Inf,2,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",143.179183779745,2,1,2,Inf,3,Inf,1
"orepass","initial suite",8,1,"truck_get_stocks_resource",145.742746676075,1,4,1,Inf,5,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",145.742746676075,2,0,2,Inf,2,Inf,1
"orepass","initial suite",8,1,"truck_haul_loaded_resource",145.742746676075,1,0,6,Inf,1,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",145.742746676075,2,1,2,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",153.341600608984,7,0,15,Inf,7,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",153.341600608984,3,4,3,Inf,7,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",153.341600608984,6,0,15,Inf,6,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",155.312717303664,5,0,15,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",155.312717303664,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",155.312717303664,2,2,2,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",158.193129508787,6,0,15,Inf,6,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",158.193129508787,3,3,3,Inf,6,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",158.193129508787,6,0,15,Inf,6,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",164.077065566636,2,0,15,Inf,2,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",164.077065566636,2,1,2,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",164.077065566636,1,0,15,Inf,1,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",165.622034292426,1,0,15,Inf,1,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",165.622034292426,2,0,2,Inf,2,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",165.622034292426,2,0,15,Inf,2,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",173.032234402435,5,0,15,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",173.032234402435,2,0,15,Inf,2,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",173.032234402435,2,1,2,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",184.316707934358,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",184.316707934358,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",184.316707934358,2,2,2,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",184.664461051433,2,0,15,Inf,2,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",184.664461051433,2,1,2,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",184.664461051433,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",191.882266613151,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",191.882266613151,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",191.882266613151,2,2,2,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",194.535170814478,5,0,15,Inf,5,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",194.535170814478,3,2,3,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",194.535170814478,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",198.133976541666,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",198.133976541666,3,1,3,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",198.133976541666,5,0,15,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",200.76366371546,2,0,15,Inf,2,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",200.76366371546,2,1,2,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",200.76366371546,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",207.392637414934,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",207.392637414934,3,0,3,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",207.392637414934,6,0,15,Inf,6,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",220.317965971927,1,0,15,Inf,1,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",220.317965971927,2,0,2,Inf,2,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",220.317965971927,5,0,15,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",231.42054600744,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",231.42054600744,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",231.42054600744,3,1,3,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",232.332211239942,5,0,15,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",232.332211239942,2,0,15,Inf,2,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",232.332211239942,2,1,2,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",240.088017039079,1,0,15,Inf,1,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",240.088017039079,2,0,2,Inf,2,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",240.088017039079,5,0,15,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",240.192680302575,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",240.192680302575,3,0,3,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",240.192680302575,6,0,15,Inf,6,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",244.263500866024,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",244.263500866024,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",244.263500866024,3,1,3,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",248.510058266867,5,0,15,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",248.510058266867,2,0,15,Inf,2,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",248.510058266867,2,1,2,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",254.67012327873,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",254.67012327873,3,0,3,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",254.67012327873,6,0,15,Inf,6,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",258.927963084647,2,0,15,Inf,2,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",258.927963084647,2,0,3,Inf,2,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",258.927963084647,7,0,15,Inf,7,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",259.478021553368,1,0,15,Inf,1,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",259.478021553368,2,0,2,Inf,2,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",259.478021553368,5,0,15,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",262.75416084238,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",262.75416084238,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",262.75416084238,3,0,3,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",269.04729403406,6,0,15,Inf,6,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",269.04729403406,2,0,15,Inf,2,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",269.04729403406,2,1,2,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",269.129679962305,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",269.129679962305,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",269.129679962305,3,1,3,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",272.283308602159,5,0,15,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",272.283308602159,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",272.283308602159,2,2,2,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",279.682321090071,2,0,15,Inf,2,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",279.682321090071,2,1,2,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",279.682321090071,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",288.135407252522,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",288.135407252522,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",288.135407252522,2,2,2,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",291.570175815912,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",291.570175815912,3,0,3,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",291.570175815912,5,0,15,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",298.87739154831,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",298.87739154831,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",298.87739154831,2,3,2,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",299.116994483548,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",299.116994483548,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",299.116994483548,3,1,3,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",299.868156720459,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",299.868156720459,2,2,2,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",299.868156720459,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",305.932265694174,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",305.932265694174,5,0,15,Inf,5,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",305.932265694174,3,2,3,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",307.689109701386,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",307.689109701386,3,1,3,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",307.689109701386,5,0,15,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",308.056964216552,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",308.056964216552,3,0,3,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",308.056964216552,6,0,15,Inf,6,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",320.156769845698,2,0,15,Inf,2,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",320.156769845698,2,1,2,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",320.156769845698,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",325.540806212034,5,0,15,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",325.540806212034,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",325.540806212034,2,2,2,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",332.9988790756,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",332.9988790756,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",332.9988790756,3,1,3,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",337.900626689045,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",337.900626689045,3,0,3,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",337.900626689045,6,0,15,Inf,6,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",339.972731373896,2,0,15,Inf,2,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",339.972731373896,2,1,2,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",339.972731373896,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",345.858613781705,5,0,15,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",345.858613781705,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",345.858613781705,2,2,2,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",350.394268216865,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",350.394268216865,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",350.394268216865,2,3,2,Inf,5,Inf,1
"orepass","initial suite",8,1,"truck_get_stocks_resource",354.589219128959,1,3,1,Inf,4,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",354.589219128959,2,2,2,Inf,4,Inf,1
"orepass","initial suite",8,1,"truck_haul_loaded_resource",354.589219128959,2,0,6,Inf,2,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",354.589219128959,2,3,2,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",357.579041407028,2,0,15,Inf,2,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",357.579041407028,2,0,3,Inf,2,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",357.579041407028,5,0,15,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",359.71922344401,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",359.71922344401,2,2,2,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",359.71922344401,5,0,15,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",360.1908117451,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",360.1908117451,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",360.1908117451,3,0,3,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",364.691352716939,2,0,15,Inf,2,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",364.691352716939,2,0,3,Inf,2,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",364.691352716939,6,0,15,Inf,6,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",372.053965801017,5,0,15,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",372.053965801017,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",372.053965801017,2,3,2,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",372.943915915567,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",372.943915915567,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",372.943915915567,3,0,3,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",373.786523316879,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",373.786523316879,2,2,2,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",373.786523316879,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",379.29921077107,2,0,15,Inf,2,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",379.29921077107,2,1,2,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",379.29921077107,5,0,15,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",391.869552668756,2,0,15,Inf,2,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",391.869552668756,2,0,3,Inf,2,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",391.869552668756,6,0,15,Inf,6,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",392.095416648655,5,0,15,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",392.095416648655,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",392.095416648655,2,2,2,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",394.168203039031,2,0,15,Inf,2,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",394.168203039031,2,1,2,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",394.168203039031,6,0,15,Inf,6,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",397.004257055102,5,0,15,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",397.004257055102,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",397.004257055102,3,0,3,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",402.395823205706,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",402.395823205706,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",402.395823205706,2,2,2,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",411.600452976835,2,0,15,Inf,2,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",411.600452976835,2,1,2,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",411.600452976835,6,0,15,Inf,6,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",412.485687073141,2,0,15,Inf,2,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",412.485687073141,2,0,3,Inf,2,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",412.485687073141,5,0,15,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",418.749094787444,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",418.749094787444,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",418.749094787444,2,2,2,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",421.518916034912,5,0,15,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",421.518916034912,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",421.518916034912,3,0,3,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",423.741556856567,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",423.741556856567,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",423.741556856567,3,1,3,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",424.225968532045,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",424.225968532045,3,0,3,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",424.225968532045,5,0,15,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",429.245345395602,2,0,15,Inf,2,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",429.245345395602,2,1,2,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",429.245345395602,5,0,15,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",447.207042320734,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",447.207042320734,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",447.207042320734,3,1,3,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",448.814468952337,1,0,15,Inf,1,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",448.814468952337,2,0,2,Inf,2,Inf,1
"orepass","initial suite",8,1,"bogger_haul_empty_resource",448.814468952337,5,0,15,Inf,5,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",450.611850851587,4,0,15,Inf,4,Inf,1
"orepass","initial suite",8,1,"bogger_dump_stocks_resource",450.611850851587,2,0,15,Inf,2,Inf,1
"orepass","initial suite",8,1,"stope_stock_access",450.611850851587,2,1,2,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_get_stocks_resource",451.257529847984,3,0,15,Inf,3,Inf,1
"orepass","initial suite",8,1,"drawpoint_access",451.257529847984,3,0,3,Inf,3,Inf,1
"orepass","initial suite",8,1,"bogger_haul_loaded_resource",451.257529847984,5,0,15,Inf,5,Inf,1
